Acidez Fija;Acidez Volatil;Acido Citrico;Azucares Residuales;pH;Sulfatos;Alcohol;Calidad;Tipo
6;0.33;0.18;3;3.28;0.4;11.5;4;Blanco
7.6;0.48;0.37;1.2;3.05;0.54;10.4;3;Blanco
7.2;0.2;0.3;2;3.3;0.41;12;6;Blanco
7;0.32;0.29;4.9;3.38;0.43;12.2;6;Blanco
7.2;0.2;0.3;2;3.3;0.41;12;6;Blanco
7;0.22;0.29;8.9;3.29;0.46;9.8;6;Blanco
9.4;0.23;0.56;16.45;3.1;0.51;9.3;5;Blanco
6.4;0.27;0.19;2;3.49;0.63;9.6;4;Blanco
6.4;0.27;0.19;1.9;3.49;0.64;9.5;4;Blanco
7;0.23;0.42;5.1;3.5;0.59;10.2;6;Blanco
6.9;0.15;0.28;4.4;3.24;0.46;10.4;8;Blanco
6.7;0.26;0.29;5.8;3.28;0.53;11;6;Blanco
6.9;0.15;0.28;4.4;3.24;0.46;10.4;8;Blanco
7.6;0.2;0.68;12.9;3.05;0.41;8.7;5;Blanco
6.9;0.3;0.29;1.3;3.29;0.54;9.9;4;Blanco
6.9;0.3;0.3;1.3;3.29;0.54;9.9;4;Blanco
7.6;0.21;0.35;1.2;3.06;0.45;11.3;4;Blanco
6.8;0.46;0.26;2.7;3.38;0.51;12;8;Blanco
7;0.28;0.26;1.7;3.43;0.5;10.7;8;Blanco
6.5;0.24;0.29;8.2;3.13;0.7;10.1;6;Blanco
6.4;0.17;0.34;1.5;3.25;0.49;9.6;7;Blanco
6.4;0.17;0.34;1.5;3.25;0.49;9.6;6;Blanco
6.3;0.695;0.55;12.9;3.29;0.49;8.7;5;Blanco
7;0.27;0.29;3.9;3.54;0.59;10.3;5;Blanco
8.4;0.3;0.25;17.75;2.98;0.66;9.1;5;Blanco
6.5;0.19;0.27;4.9;3.17;0.41;11.8;6;Blanco
8;0.36;0.39;1.6;3.15;0.49;11.9;6;Blanco
6.1;0.16;0.24;1.4;3.66;0.57;10.3;6;Blanco
9.2;0.19;0.42;2;3.09;0.66;10;4;Blanco
9.2;0.16;0.49;2;3.1;0.53;10.2;4;Blanco
8;0.26;0.28;8.2;3.12;0.56;10;6;Blanco
8.8;0.33;0.36;2.1;2.96;0.98;12.7;6;Blanco
9.8;0.16;0.46;1.8;3.04;0.67;9.6;5;Blanco
6.6;0.23;0.18;8.5;3.16;0.49;9.5;5;Blanco
7.9;0.44;0.26;4.45;3.17;0.52;12.7;6;Blanco
7.6;0.31;0.27;5.8;3.34;0.54;11;6;Blanco
7.5;0.705;0.1;13;3.1;0.5;9.1;5;Blanco
7.1;0.21;0.28;2.7;3.35;0.64;10.2;4;Blanco
7;0.16;0.26;7.3;3.38;0.58;10.1;6;Blanco
8;0.27;0.25;19.1;3.05;0.5;9.2;6;Blanco
6.3;0.38;0.17;8.8;3.47;0.66;9.4;4;Blanco
7.1;0.21;0.28;2.7;3.35;0.64;10.2;4;Blanco
6.2;0.38;0.18;7.4;3.53;0.71;9.2;4;Blanco
8.2;0.24;0.3;2.3;2.98;0.5;10;5;Blanco
7;0.16;0.26;6.85;3.38;0.58;10.1;6;Blanco
7.3;0.815;0.09;11.4;3.15;0.46;9;5;Blanco
6.3;0.41;0.16;0.9;3.16;0.42;9.5;5;Blanco
6.1;0.36;0.41;19.35;3.39;0.53;9.1;5;Blanco
8.1;0.4;0.32;7.9;3.05;0.46;13.3;7;Blanco
6.8;0.26;0.43;11.75;3.26;0.55;9.5;5;Blanco
6.2;0.44;0.18;7.7;3.56;0.72;9.2;5;Blanco
7.2;0.24;0.29;3;3.36;0.68;10.1;6;Blanco
6.2;0.44;0.18;7.7;3.56;0.72;9.2;5;Blanco
7.2;0.24;0.29;3;3.36;0.68;10.1;6;Blanco
7.3;0.22;0.26;1.5;3.27;0.48;11.2;6;Blanco
8.1;0.34;0.28;7.5;3.14;0.55;9.8;6;Blanco
7.3;0.22;0.26;1.5;3.27;0.48;11.2;6;Blanco
8.1;0.34;0.28;7.5;3.14;0.55;9.8;6;Blanco
6.4;0.28;0.17;8.3;3.22;0.46;9.4;5;Blanco
6.3;0.29;0.14;7.05;3.23;0.42;9;5;Blanco
6.4;0.27;0.17;8.4;3.21;0.47;9.4;5;Blanco
7.4;0.35;0.2;13.9;3.11;0.5;8.9;6;Blanco
8.3;0.28;0.27;17.5;3.02;0.56;9.1;6;Blanco
6.4;0.35;0.35;5.6;3.17;0.5;9.8;4;Blanco
6.9;0.43;0.28;9.4;3.17;0.43;9.4;5;Blanco
8;0.26;0.28;4.8;3.13;0.5;10;6;Blanco
6.9;0.43;0.28;9.4;3.17;0.43;9.4;5;Blanco
7.3;0.27;0.37;9.7;3.48;0.75;9.9;6;Blanco
6.8;0.46;0.26;6.3;3.14;0.47;10;5;Blanco
7.2;0.2;0.28;1.6;3.17;1.06;11.5;6;Blanco
7.6;0.285;0.32;14.6;3;0.45;9.2;5;Blanco
6.6;0.32;0.33;2.5;3.15;0.6;10;5;Blanco
7.6;0.285;0.32;14.6;3;0.45;9.2;5;Blanco
6.6;0.34;0.34;2.6;3.15;0.61;10;5;Blanco
6.6;0.32;0.33;2.5;3.15;0.6;10;5;Blanco
6.5;0.27;0.26;8.2;3.43;0.64;9.8;6;Blanco
6.6;0.26;0.27;1.5;3.36;0.62;10.5;6;Blanco
6.7;0.27;0.26;2.3;3.45;0.63;10.6;6;Blanco
6.6;0.56;0.15;10;3.28;0.52;9.4;5;Blanco
6.6;0.56;0.15;10;3.28;0.52;9.4;5;Blanco
7.3;0.19;0.27;1.6;3.38;0.54;11;7;Blanco
6.3;0.2;0.26;1.6;3.53;0.56;10.8;6;Blanco
7.1;0.29;0.3;16;3.3;0.67;9;5;Blanco
7.8;0.32;0.33;10.4;3.07;0.58;9.6;6;Blanco
8.1;0.33;0.36;7.4;3.19;0.54;10.6;6;Blanco
8.1;0.33;0.36;7.4;3.19;0.54;10.6;6;Blanco
7.8;0.32;0.33;10.4;3.07;0.58;9.6;6;Blanco
6.6;0.33;0.24;16.05;3.08;0.52;9.2;5;Blanco
6.6;0.33;0.24;16.05;3.08;0.52;9.2;5;Blanco
8.2;0.26;0.33;2.6;2.89;0.49;9.5;5;Blanco
8.3;0.25;0.33;2.5;2.89;0.48;9.5;5;Blanco
7;0.26;0.26;10.8;3.47;0.58;10.3;7;Blanco
6;0.26;0.15;1.2;3.08;0.46;8.8;5;Blanco
7.5;0.28;0.78;12.1;2.98;0.44;8.7;5;Blanco
7.5;0.27;0.79;11.95;2.98;0.44;8.7;5;Blanco
7;0.28;0.32;1.7;3.2;0.62;10.2;6;Blanco
5.2;0.16;0.34;0.8;3.25;0.51;10.1;6;Blanco
6.8;0.34;0.1;1.4;3.21;0.41;9.5;5;Blanco
7.6;0.25;0.34;1.3;3.1;0.51;9.5;5;Blanco
5.6;0.35;0.4;6.3;3.54;0.5;11.6;7;Blanco
8.8;0.24;0.23;10.3;3.13;0.4;10.7;6;Blanco
6;0.29;0.21;15.55;3.11;0.54;10.1;6;Blanco
6.1;0.27;0.31;1.5;3.32;0.44;11.1;7;Blanco
7.4;0.56;0.09;1.5;3.22;0.53;9.8;5;Blanco
6.8;0.29;0.49;1.4;3.08;0.49;9;6;Blanco
6.1;0.27;0.31;1.5;3.32;0.44;11.1;7;Blanco
6.3;0.27;0.37;7.9;3.19;0.48;9.5;6;Blanco
6.6;0.24;0.3;13;3.37;0.49;9.4;6;Blanco
6.8;0.32;0.3;1;3.24;0.61;10.2;5;Blanco
6.4;0.37;0.37;4.85;3.1;0.5;9.8;6;Blanco
6.2;0.26;0.37;7.1;3.19;0.48;9.5;6;Blanco
6.3;0.27;0.37;7.9;3.19;0.48;9.5;6;Blanco
6.4;0.3;0.16;7.5;3.17;0.49;9;5;Blanco
8;0.28;0.32;7.6;3.1;0.55;10.1;6;Blanco
6.7;0.24;0.32;10.3;3.02;0.45;8.8;5;Blanco
7.9;0.27;0.27;1.7;2.97;0.51;11.9;6;Blanco
7.9;0.27;0.27;1.7;2.97;0.51;11.9;6;Blanco
6.1;0.28;0.24;19.95;3.19;0.44;9.3;6;Blanco
7.7;0.39;0.49;7.7;3.33;0.76;10;6;Blanco
6;0.2;0.24;5.3;3.21;0.43;9.5;5;Blanco
6.1;0.28;0.24;19.95;3.19;0.44;9.3;6;Blanco
7.6;0.31;0.23;12.7;3.16;0.5;9.7;4;Blanco
7.6;0.31;0.23;12.7;3.16;0.5;9.7;4;Blanco
6.3;0.18;0.22;1.5;3.19;0.48;10.2;5;Blanco
8.6;0.23;0.25;11.3;3.11;0.4;10.8;5;Blanco
6.8;0.21;0.36;18.1;3.27;0.48;8.8;5;Blanco
6.8;0.21;0.36;18.1;3.27;0.48;8.8;5;Blanco
6.9;0.26;0.31;7;3.32;0.49;11.4;6;Blanco
6.8;0.21;0.36;18.1;3.27;0.48;8.8;5;Blanco
6.4;0.31;0.4;6.4;3.14;0.52;9.8;5;Blanco
8.6;0.34;0.36;1.4;3.17;0.47;9.4;4;Blanco
8.6;0.34;0.36;1.4;3.17;0.47;9.4;4;Blanco
8.5;0.3;0.28;3.1;3.21;0.43;9.4;6;Blanco
7.4;0.4;0.41;14.1;3.2;0.63;9.4;6;Blanco
6.6;0.32;0.34;7.7;3.22;0.48;9.7;6;Blanco
7.1;0.34;0.31;5.2;3.35;0.47;12.3;7;Blanco
6.6;0.26;0.25;11.6;3.33;0.43;9.8;6;Blanco
8;0.27;0.57;10.4;3.12;0.68;9;5;Blanco
6.2;0.28;0.45;7.5;3.26;0.46;9.2;6;Blanco
6.2;0.3;0.49;11.2;3.19;0.6;9.4;6;Blanco
5.6;0.175;0.29;0.8;3.28;0.48;9.9;6;Blanco
6.9;0.34;0.36;1.4;3.07;0.52;9.8;5;Blanco
6.9;0.34;0.3;4.7;3.36;0.49;12.3;7;Blanco
7.1;0.12;0.3;3.1;3.02;0.52;11.9;7;Blanco
7.1;0.32;0.29;4;3.27;0.64;10.2;6;Blanco
7.3;0.51;0.29;11.3;3.14;0.56;9.5;6;Blanco
7.1;0.12;0.3;3.1;3.02;0.52;11.9;7;Blanco
6.3;0.24;0.55;8.1;3.24;0.5;9.2;5;Blanco
7.5;0.41;0.23;14.8;3.18;0.49;9.7;5;Blanco
6.5;0.18;0.33;1.4;3.36;0.6;11.5;7;Blanco
7.3;0.17;0.24;8.1;3.17;0.38;10.4;8;Blanco
8.2;0.2;0.38;3.5;3.22;0.41;11.6;5;Blanco
7.5;0.41;0.23;14.8;3.18;0.49;9.7;5;Blanco
7.3;0.17;0.24;8.1;3.17;0.38;10.4;8;Blanco
6.5;0.18;0.33;1.4;3.36;0.6;11.5;7;Blanco
7.3;0.16;0.35;1.5;3.27;0.51;10.2;6;Blanco
6.4;0.16;0.37;1.5;3.38;0.5;9.8;6;Blanco
6.6;0.42;0.13;12.8;3.24;0.47;9;5;Blanco
5.8;0.3;0.12;1.6;3.38;0.59;10.5;6;Blanco
6.7;0.54;0.27;7.1;3.16;0.38;9.4;4;Blanco
6.7;0.54;0.27;7.1;3.16;0.38;9.4;4;Blanco
6.4;0.22;0.3;11.2;3.21;0.34;10.8;5;Blanco
6.8;0.23;0.3;1.7;3.17;0.46;10.7;7;Blanco
9;0.26;0.34;6.7;3.08;0.5;10.6;6;Blanco
6.5;0.23;0.25;17.3;3.15;0.42;9.2;6;Blanco
5.9;0.28;0.14;8.6;3.28;0.44;9.5;6;Blanco
5.9;0.28;0.14;8.6;3.28;0.44;9.5;6;Blanco
6.2;0.27;0.18;1.5;3.41;0.5;10;5;Blanco
9;0.29;0.34;12.1;3.13;0.47;10.6;5;Blanco
9;0.26;0.34;6.7;3.08;0.5;10.6;6;Blanco
8.9;0.27;0.34;10.7;3.13;0.48;10.6;5;Blanco
6.5;0.23;0.25;17.3;3.15;0.42;9.2;6;Blanco
6.9;0.32;0.3;1.8;3.24;0.48;11;6;Blanco
7.2;0.22;0.24;1.4;3.25;0.53;11.2;6;Blanco
6.7;0.5;0.38;7.5;3.32;0.54;9.6;5;Blanco
6.2;0.33;0.14;4.8;3.21;0.48;9.4;5;Blanco
6.3;0.26;0.42;7.1;3.2;0.53;9.5;6;Blanco
7.5;0.2;0.47;16.9;3.09;0.62;9.3;5;Blanco
6.2;0.33;0.14;4.8;3.21;0.48;9.4;5;Blanco
6.3;0.26;0.42;7.1;3.2;0.53;9.5;6;Blanco
6.6;0.36;0.52;11.3;3.07;0.46;9.4;5;Blanco
6.3;0.13;0.42;1.1;3.13;0.72;11.2;7;Blanco
6.4;0.15;0.44;1.2;3.14;0.73;11.2;7;Blanco
6.3;0.13;0.42;1.1;3.13;0.72;11.2;7;Blanco
7.6;0.23;0.64;12.9;3;0.53;8.8;5;Blanco
6.4;0.15;0.44;1.2;3.14;0.73;11.2;7;Blanco
6.3;0.13;0.42;1.1;3.13;0.72;11.2;7;Blanco
5.7;0.255;0.65;1.2;3.2;0.42;9.4;5;Blanco
6.9;0.32;0.26;2.3;3.06;0.42;11.1;6;Blanco
6.9;0.28;0.22;10;3.08;0.46;9.6;5;Blanco
6.9;0.32;0.26;2.3;3.06;0.42;11.1;6;Blanco
5.7;0.255;0.65;1.2;3.2;0.42;9.4;5;Blanco
6.6;0.41;0.16;1.4;2.95;0.45;10.6;6;Blanco
7.3;0.37;0.16;14.9;3.13;0.45;8.9;5;Blanco
6.9;0.21;0.24;1.8;3.15;0.46;12.3;7;Blanco
6.6;0.24;0.28;1.8;3.34;0.46;11.4;5;Blanco
6.8;0.28;0.36;7;3.16;0.49;9.6;6;Blanco
6.6;0.24;0.24;8.6;3.33;0.59;10.3;6;Blanco
6.6;0.24;0.28;1.8;3.34;0.46;11.4;5;Blanco
7;0.16;0.32;1.1;3.23;0.36;12.1;6;Blanco
7;0.14;0.28;1.3;3.46;0.45;9.9;5;Blanco
6.3;0.34;0.36;4.9;3.15;0.49;9.7;5;Blanco
6.8;0.26;0.24;1.9;3.18;0.52;10.5;5;Blanco
6.7;0.17;0.42;10.4;3.04;0.44;8.9;6;Blanco
6.5;0.27;0.4;10;3.18;0.5;9.4;5;Blanco
6.7;0.25;0.36;8.6;3.18;0.5;9.6;5;Blanco
5.8;0.3;0.27;1.7;3.4;0.56;12.6;7;Blanco
6.4;0.28;0.56;1.7;3.1;0.37;9.2;6;Blanco
7.7;0.3;0.26;18.95;3.2;0.5;10.4;5;Blanco
6.8;0.18;0.3;12.8;3;0.52;9;7;Blanco
6.8;0.18;0.3;12.8;3;0.52;9;7;Blanco
6.8;0.18;0.3;12.8;3;0.52;9;7;Blanco
6.8;0.18;0.3;12.8;3;0.52;9;7;Blanco
6.8;0.18;0.3;12.8;3;0.52;9;7;Blanco
6.8;0.18;0.3;12.8;3;0.52;9;7;Blanco
5.1;0.14;0.25;0.7;3.22;0.43;9.2;6;Blanco
6.8;0.18;0.3;12.8;3;0.52;9;7;Blanco
7.2;0.615;0.1;1.4;3.2;0.48;9.7;4;Blanco
6.9;0.13;0.28;13.3;3.34;0.42;10.1;6;Blanco
6.7;0.34;0.3;8.5;3.46;0.64;11;7;Blanco
7.3;0.32;0.29;1.5;3.2;0.55;10.8;5;Blanco
6.3;0.21;0.29;11.7;3.22;0.38;10.8;5;Blanco
5.4;0.5;0.13;5;3.48;0.88;13.5;7;Blanco
8.2;0.52;0.34;1.2;3.24;0.39;10.6;5;Blanco
7.8;0.28;0.31;2.1;3.23;0.64;9.8;5;Blanco
6.4;0.22;0.34;1.4;3.18;0.7;11.7;6;Blanco
7.8;0.28;0.31;2.1;3.23;0.64;9.8;5;Blanco
6.9;0.32;0.27;16;3.34;0.6;9;6;Blanco
6.8;0.11;0.42;1.1;3.18;0.74;11.3;7;Blanco
6.2;0.26;0.32;15.3;3.31;0.61;9.4;5;Blanco
6.4;0.22;0.34;1.4;3.18;0.7;11.7;6;Blanco
6.7;0.3;0.29;2.8;3.31;0.63;11.3;7;Blanco
6.7;0.3;0.29;2.8;3.31;0.63;11.3;7;Blanco
7.1;0.2;0.3;0.9;3.2;0.36;12;6;Blanco
7.2;0.2;0.36;2.5;3.48;0.49;10.6;6;Blanco
8.9;0.26;0.33;8.1;3.13;0.46;10.8;6;Blanco
7.5;0.25;0.32;8.2;3.12;0.46;10.8;6;Blanco
7.1;0.2;0.3;0.9;3.2;0.36;12;6;Blanco
6.3;0.27;0.46;11.1;3.18;0.67;9.4;5;Blanco
6.5;0.3;0.39;7.8;3.19;0.5;9.4;5;Blanco
6.7;0.3;0.29;2.8;3.31;0.63;11.3;7;Blanco
6.6;0.36;0.52;10.1;3.07;0.4;9.4;5;Blanco
6.15;0.21;0.37;3.2;3.39;0.47;12;5;Blanco
6.5;0.18;0.41;14.2;3.28;0.72;10.3;7;Blanco
6.5;0.18;0.41;14.2;3.28;0.72;10.3;7;Blanco
6.5;0.18;0.41;14.2;3.28;0.72;10.3;7;Blanco
6.6;0.26;0.21;2.9;3.22;0.38;11.3;7;Blanco
6.6;0.35;0.35;6;3.1;0.47;9.4;6;Blanco
6.5;0.28;0.28;20.4;3.14;0.38;8.7;5;Blanco
6.6;0.36;0.52;10.1;3.07;0.4;9.4;5;Blanco
6.6;0.26;0.21;2.9;3.22;0.38;11.3;7;Blanco
6.5;0.18;0.41;14.2;3.28;0.72;10.3;7;Blanco
6.15;0.21;0.37;3.2;3.39;0.47;12;5;Blanco
4.5;0.19;0.21;0.95;3.34;0.42;8;5;Blanco
8;0.24;0.26;1.7;3.44;0.51;10.4;7;Blanco
7.8;0.17;0.23;1.7;3.37;0.41;10.7;7;Blanco
7;0.24;0.24;9;3.47;0.46;10.2;6;Blanco
5.8;0.6;0;1.3;3.56;0.43;10.9;5;Blanco
5.9;0.445;0.26;1.4;3.3;0.36;10.5;6;Blanco
6.7;0.28;0.28;2.4;3.26;0.39;11.7;7;Blanco
6.8;0.44;0.2;16;3.13;0.45;8.6;5;Blanco
7.2;0.24;0.27;11.4;3.2;0.44;9;5;Blanco
8.7;0.31;0.73;14.35;2.96;0.88;8.7;5;Blanco
8.2;0.32;0.26;2.1;3.1;0.47;12.8;6;Blanco
7.2;0.24;0.27;11.4;3.2;0.44;9;5;Blanco
8.7;0.31;0.73;14.35;2.96;0.88;8.7;5;Blanco
7.5;0.13;0.38;1.1;3.28;0.53;11.8;6;Blanco
9.2;0.14;0.37;1.1;3.05;0.55;11.6;6;Blanco
7.4;0.2;0.37;1.2;3.14;0.61;11.8;6;Blanco
6.1;0.15;0.35;15.8;3.24;0.37;10.6;5;Blanco
7.6;0.23;0.4;5.2;3.17;0.8;9.7;5;Blanco
8.1;0.33;0.22;5.2;3.22;0.47;10.3;5;Blanco
7.15;0.17;0.24;9.6;3.15;0.44;10.2;6;Blanco
6.7;0.12;0.3;5.2;3.33;0.44;10.1;7;Blanco
5.7;0.18;0.36;1.2;3.7;0.68;10.9;7;Blanco
5.8;0.15;0.28;0.8;3.24;0.51;9.3;5;Blanco
6.6;0.23;0.29;14.45;3.33;0.54;10.2;6;Blanco
7.15;0.17;0.24;9.6;3.15;0.44;10.2;6;Blanco
7;0.34;0.39;6.9;3.11;0.53;9.5;5;Blanco
6.4;0.68;0.26;3.4;3.18;0.4;9.3;5;Blanco
7.3;0.22;0.31;2.3;3.06;0.34;12.9;7;Blanco
6.4;0.28;0.27;11;3.14;0.46;8.7;5;Blanco
6.9;0.4;0.22;5.95;3.4;0.57;9.4;5;Blanco
6.8;0.19;0.23;5.1;3.23;0.69;10.1;5;Blanco
7.1;0.23;0.24;5.4;3.19;0.78;10;4;Blanco
6.45;0.14;0.42;1.2;3.27;0.69;11.1;7;Blanco
6.5;0.15;0.44;12.6;3.26;0.7;10.3;7;Blanco
7.1;0.15;0.34;1;3.24;0.41;12.2;6;Blanco
6.7;0.33;0.34;6.6;3.11;0.48;9.3;6;Blanco
7.2;0.3;0.26;1.5;3.19;0.56;11.3;6;Blanco
7;0.23;0.33;1;3.04;0.65;10.8;6;Blanco
8;0.13;0.25;1.1;2.98;0.39;11.2;8;Blanco
6.2;0.21;0.34;6.6;3.32;0.45;12.5;7;Blanco
8.3;0.4;0.41;8.2;3.39;0.49;9.3;5;Blanco
5.9;0.34;0.31;2;3.4;0.41;12.9;7;Blanco
6.6;0.12;0.25;1.4;3.2;0.45;11.2;7;Blanco
9.6;0.655;0.21;2;3;1;12.6;6;Blanco
6.8;0.26;0.4;7.5;3.2;0.49;9.3;5;Blanco
5.9;0.34;0.31;2;3.4;0.41;12.9;7;Blanco
5.9;0.3;0.3;2;3.41;0.41;12.9;7;Blanco
7;0.15;0.3;13.3;3.2;0.36;9.5;7;Blanco
7.9;0.37;0.31;2.85;3.19;0.36;11.9;6;Blanco
7.2;0.35;0.25;5.6;2.93;0.66;10.3;7;Blanco
7.2;0.32;0.24;5.6;2.92;0.66;10.3;7;Blanco
7.6;0.1;0.33;1;3.06;0.68;11.2;6;Blanco
6.2;0.25;0.31;3.2;3.18;0.31;12;6;Blanco
7.1;0.31;0.17;1;3.13;0.4;9.6;5;Blanco
7.6;0.18;0.28;7.1;3.2;0.42;9.2;6;Blanco
8;0.17;0.29;2.4;3.03;0.33;12.9;6;Blanco
7.2;0.19;0.27;11.2;2.99;0.59;9.3;6;Blanco
7.6;0.32;0.25;9.5;3.1;0.44;12.1;6;Blanco
7.1;0.31;0.17;1;3.13;0.4;9.6;5;Blanco
6.6;0.21;0.29;1.8;3.37;0.48;11.2;6;Blanco
7;0.16;0.36;2.6;3.11;0.37;11.2;7;Blanco
8;0.17;0.29;2.4;3.03;0.33;12.9;6;Blanco
6.6;0.24;0.38;8;3.21;0.46;9.2;5;Blanco
7.2;0.19;0.27;11.2;2.99;0.59;9.3;6;Blanco
7.6;0.18;0.28;7.1;3.2;0.42;9.2;6;Blanco
6.9;0.3;0.25;3.3;3.18;0.5;9.3;6;Blanco
6.2;0.28;0.27;10.3;3.2;0.36;10.7;6;Blanco
6.9;0.31;0.32;1.2;3.05;0.54;9.8;6;Blanco
6.7;0.23;0.25;1.6;3.3;0.54;10.3;6;Blanco
6.2;0.28;0.27;10.3;3.2;0.36;10.7;6;Blanco
5.7;0.23;0.28;9.65;3.28;0.38;11.3;6;Blanco
6.5;0.22;0.5;16.4;3.02;0.49;8.8;6;Blanco
7;0.18;0.37;1.5;3.18;0.5;10.8;5;Blanco
6.9;0.31;0.32;1.2;3.05;0.54;9.8;6;Blanco
6.9;0.3;0.25;3.3;3.18;0.5;9.3;6;Blanco
6.5;0.46;0.31;5;3.26;0.6;11.5;7;Blanco
6.5;0.23;0.36;16.3;3.26;0.41;8.8;5;Blanco
6.5;0.23;0.36;16.3;3.26;0.41;8.8;5;Blanco
6.5;0.23;0.36;16.3;3.26;0.41;8.8;5;Blanco
6.6;0.26;0.38;6.5;3.19;0.38;9.4;6;Blanco
6.7;0.26;0.39;6.4;3.19;0.38;9.4;6;Blanco
7.5;0.28;0.39;10.2;3.16;0.63;9.6;6;Blanco
6.5;0.23;0.36;16.3;3.26;0.41;8.8;5;Blanco
6.8;0.23;0.42;7.4;3.22;0.48;9.3;6;Blanco
7.8;0.25;0.34;13.7;3.22;0.75;8.9;5;Blanco
7.8;0.25;0.34;13.7;3.22;0.75;8.9;5;Blanco
5.6;0.2;0.22;1.3;3.74;0.43;10;5;Blanco
6.4;0.21;0.44;7.4;3.24;0.46;9.1;5;Blanco
6.8;0.23;0.42;7.4;3.22;0.48;9.3;6;Blanco
6.8;0.24;0.37;7.45;3.2;0.5;9.4;6;Blanco
7.8;0.25;0.28;7.2;3.14;0.6;10.1;6;Blanco
7.8;0.25;0.34;13.7;3.22;0.75;8.9;5;Blanco
6.8;0.16;0.29;10.4;3.2;0.4;10.8;6;Blanco
5.2;0.28;0.29;1.1;3.24;0.54;10;6;Blanco
7.5;0.18;0.31;6.5;3.03;0.38;10.9;6;Blanco
7.5;0.26;0.3;4.6;3.15;0.38;12;7;Blanco
8.2;0.37;0.64;13.9;2.99;0.8;9.3;5;Blanco
7.6;0.4;0.27;5.2;3.22;0.62;12.3;7;Blanco
7.5;0.26;0.25;1.7;3.45;0.56;10.4;6;Blanco
7.5;0.18;0.31;6.5;3.03;0.38;10.9;6;Blanco
6.9;0.23;0.32;16.4;3.22;0.42;10.5;5;Blanco
5.3;0.2;0.31;3.6;3.41;0.5;9.8;6;Blanco
6.5;0.17;0.31;1.5;3.06;0.46;10.5;6;Blanco
6.5;0.35;0.28;12.4;3.16;0.51;9.9;6;Blanco
6.5;0.29;0.31;1.7;3.27;0.69;11.4;7;Blanco
6.8;0.3;0.22;6.2;3.18;0.51;9.2;5;Blanco
7.9;0.51;0.36;6.2;3.09;0.53;9.7;5;Blanco
7.9;0.51;0.34;2.6;3.09;0.51;10;5;Blanco
6.5;0.29;0.31;1.7;3.27;0.69;11.4;7;Blanco
7.1;0.29;0.28;9.3;3.13;0.49;10.3;6;Blanco
6.5;0.35;0.28;12.4;3.16;0.51;9.9;6;Blanco
6.5;0.17;0.31;1.5;3.06;0.46;10.5;6;Blanco
7.4;0.2;0.28;9.1;3.16;0.47;9.8;7;Blanco
6.9;0.615;0.42;12;3.19;0.34;9.3;5;Blanco
6.8;0.32;0.28;4.8;3.08;0.47;12.4;7;Blanco
6.3;0.2;0.19;12.3;3.16;0.42;9.3;6;Blanco
6.9;0.615;0.42;12;3.19;0.34;9.3;5;Blanco
8;0.23;0.28;2.7;3.26;0.72;9.5;6;Blanco
6.7;0.27;0.33;3.6;3.08;0.4;10.5;6;Blanco
6.7;0.27;0.33;3.6;3.08;0.4;10.5;6;Blanco
6.7;0.44;0.22;4.3;3.26;0.53;12.8;7;Blanco
7;0.34;0.3;1.8;2.99;0.45;10.8;6;Blanco
7.3;0.26;0.33;11.8;3.1;0.55;10;6;Blanco
5.8;0.17;0.34;1.8;3.38;0.9;11.8;8;Blanco
7.3;0.26;0.33;11.8;3.1;0.55;10;6;Blanco
5.8;0.17;0.34;1.8;3.38;0.9;11.8;8;Blanco
6.8;0.17;0.36;1.4;3.19;0.66;12;6;Blanco
7.1;0.43;0.3;6.6;3.18;0.46;12.6;6;Blanco
5.8;0.315;0.27;1.55;3.37;0.4;11.9;8;Blanco
5.9;0.17;0.28;0.7;3.13;0.32;10.6;5;Blanco
6.6;0.34;0.18;6.4;3.42;0.48;9.2;5;Blanco
8.6;0.33;0.34;11.8;3.17;0.52;10;6;Blanco
5.6;0.12;0.26;4.3;3.36;0.46;9.2;5;Blanco
5.8;0.13;0.26;5.1;3.36;0.47;9.3;6;Blanco
7.7;0.18;0.35;5.8;3.24;0.54;10.2;6;Blanco
7.7;0.16;0.36;5.9;3.25;0.54;10.2;6;Blanco
6;0.26;0.15;1.3;3.14;0.51;8.7;5;Blanco
7.3;0.32;0.35;1.4;3.24;0.42;10.7;5;Blanco
7.7;0.3;0.34;1.2;3.18;0.34;12.1;6;Blanco
7.9;0.16;0.3;7.4;3.12;0.37;9.5;6;Blanco
6.4;0.27;0.29;10.8;3.18;0.37;11.2;6;Blanco
6.9;0.16;0.37;1.8;2.93;0.59;12;6;Blanco
7.9;0.16;0.3;7.4;3.12;0.37;9.5;6;Blanco
7.7;0.3;0.34;1.2;3.18;0.34;12.1;6;Blanco
7.3;0.32;0.35;1.4;3.24;0.42;10.7;5;Blanco
6.4;0.44;0.44;14.4;3.26;0.54;8.8;7;Blanco
6.3;0.2;0.24;1.7;3.8;0.66;10.8;6;Blanco
6.2;0.29;0.32;3.6;3.31;0.37;13.1;7;Blanco
7.6;0.39;0.32;3.6;3.08;0.6;12.5;7;Blanco
7;0.36;0.32;10.05;3.09;0.33;11.7;8;Blanco
7;0.36;0.32;10.05;3.09;0.33;11.7;8;Blanco
7;0.36;0.32;10.5;3.09;0.33;11.6;8;Blanco
7.6;0.2;0.36;1.9;3.29;0.54;11.3;6;Blanco
